"","t","time","open","high","low","close","adjusted_close","volume","dividend_amount","split_coefficient","vix.open","vix.high","vix.low","vix.close","sma","ema","macd","macd_hist","macd_signal","slowd","slowk","rsi","adx","cci","aroon_down","aroon_up","real_lower_band","real_middle_band","real_upper_band","chaikin_a_d","obv"
"1396",1396,2016-04-11,251,258.99,245.3,249.92,249.92,9161693,0,1,15.34,16.26,14.83,16.26,201.4553,216.5002,13.8868,0.7598,13.1269,65.2473,44.8314,55.8823,20.6584,138.994,30,96.6667,141.6188,201.4553,261.2919,72046760.1016,321644326
"1397",1397,2016-04-12,249.5,251.8,243.63,247.82,247.82,5763208,0,1,15.98,16.57,14.84,14.85,202.1493,217.5271,13.1636,0.0294,13.1343,46.0197,28.1431,55.4764,20.7981,122.8942,28.3333,95,141.155,202.1493,263.1437,72194896.415,315881118
"1398",1398,2016-04-13,248.51,255.5,247.33,254.53,254.53,4925595,0,1,14.49,14.53,13.6,13.84,202.975,218.7403,12.9823,-0.1216,13.1039,34.603,30.8345,56.5031,20.9996,128.7397,26.6667,93.3333,140.5253,202.975,265.4247,75950888.6855,320806713
"1399",1399,2016-04-14,253,256.839,251.0501,251.86,251.86,4132185,0,1,13.9,14.12,13.38,13.72,203.7607,219.8262,12.4794,-0.4996,12.979,31.5003,35.5233,55.9807,21.2184,124.6035,25,91.6667,140.0692,203.7607,267.4522,72974936.003,316674528
"1400",1400,2016-04-15,251.31,254.6,249.12,254.51,254.51,3752366,0,1,13.77,14.19,13.58,13.62,204.6908,220.9634,12.1545,-0.6596,12.8141,40.0199,53.702,56.3876,21.3684,117.5975,23.3333,90,139.7051,204.6908,269.6765,76604049.1052,320426894
"1401",1401,2016-04-18,252.23,258.31,251.66,253.88,253.88,4271362,0,1,14.87,14.94,13.23,13.35,205.5893,222.0426,11.7111,-0.8824,12.5935,50.6898,62.8443,56.2619,21.5826,116.4688,21.6667,88.3333,139.4098,205.5893,271.7689,75184543.839,316155532
"1402",1402,2016-04-19,253.12,254.3699,241.251,247.37,247.37,6357526,0,1,13.18,13.88,12.98,13.24,206.3363,222.873,10.711,-1.506,12.217,58.4627,58.842,54.9736,21.4704,95.8987,20,86.6667,139.3046,206.3363,273.3681,74757652.5102,309798006
"1403",1403,2016-04-20,246.26,253.66,241.5,249.97,249.97,5194051,0,1,13.39,13.5,12.5,13.28,207.2295,223.7615,10.0128,-1.7633,11.7762,57.9847,52.2678,55.3885,21.3619,93.676,18.3333,85,139.3297,207.2295,275.1293,76799392.9527,314992057
"1404",1404,2016-04-21,248.99,250.9,246.91,248.29,248.29,2783059,0,1,13.2,14.14,13.16,13.95,208.1417,224.5657,9.2177,-2.0468,11.2645,51.2858,42.7477,55.0551,21.257,90.7285,16.6667,83.3333,139.5341,208.1417,276.7492,75941457.4715,312208998
"1405",1405,2016-04-22,248.89,254,245.71,253.75,253.75,3786327,0,1,13.7,14.19,13.15,13.22,209.2363,225.5225,8.9252,-1.8714,10.7966,50.0766,55.2143,55.9317,21.2214,92.5304,15,81.6667,139.8532,209.2363,278.6195,79499417.3424,315995325
"1406",1406,2016-04-25,253.01,257.38,250.76,251.82,251.82,3670348,0,1,14.07,14.76,13.86,14.08,210.2717,226.3847,8.4404,-1.885,10.3254,52.6606,60.0199,55.5423,21.2574,93.7007,13.3333,80,140.2347,210.2717,280.3086,77004467.7956,312324977
"1407",1407,2016-04-26,252.05,255.73,249.39,253.74,253.74,3223839,0,1,14.01,14.43,13.66,13.96,211.314,227.2816,8.1175,-1.7663,9.8838,62.3975,71.9584,55.8533,21.2474,89.6137,11.6667,78.3333,140.5853,211.314,282.0427,78204508.8113,315548816
"1408",1408,2016-04-27,252.75,255,249.4,251.47,251.47,3205808,0,1,14.15,14.95,13.5,13.77,212.2228,228.0747,7.591,-1.8343,9.4252,65.3221,63.9878,55.3875,21.2378,84.5224,10,76.6667,140.8578,212.2228,283.5879,77368708.8685,312343008
"1409",1409,2016-04-28,249.85,253.43,247.44,247.71,247.71,2518990,0,1,14.53,15.61,13.3,15.22,213.305,228.7185,6.792,-2.1066,8.8986,61.268,47.8578,54.6202,21.1618,76.9262,8.3333,75,141.7896,213.305,284.8204,75076806.4478,309824018
"1410",1410,2016-04-29,248.14,248.43,237.81,240.76,240.76,5413787,0,1,15.21,17.09,14.91,15.7,214.4263,229.1133,5.5342,-2.6915,8.2257,46.3451,27.1898,53.234,20.7809,59.891,6.6667,73.3333,143.3353,214.4263,285.5174,72670678.8922,304410231
"1411",1411,2016-05-02,241.5,243.19,234.82,241.8,241.8,3843935,0,1,16.33,16.5,14.48,14.68,215.5342,229.5292,4.5686,-2.9257,7.4943,32.304,21.8644,53.414,20.3239,53.0866,5,71.6667,144.8441,215.5342,286.2242,75237894.7405,308254166
"1412",1412,2016-05-03,237.36,238.91,231.62,232.32,232.32,4302222,0,1,14.92,16.42,14.91,15.6,216.6962,229.6207,3.0038,-3.5924,6.5962,22.068,17.1498,51.5747,19.7887,39.2506,3.3333,70,147.2436,216.6962,286.1488,71761888.2137,303951944
"1413",1413,2016-05-04,230.29,234.46,220.4,222.56,222.56,8700459,0,1,15.47,16.85,15.39,16.05,217.939,229.3892,0.965,-4.5049,5.4699,17.773,14.3049,49.78,19.2884,18.3931,1.6667,68.3333,150.8191,217.939,285.0589,65734685.4641,295251485
"1414",1414,2016-05-05,228.46,228.64,209.79,211.53,211.53,11254827,0,1,15.54,16.45,15.22,15.91,218.9937,228.8037,-1.5232,-5.5945,4.0713,12.0445,4.6789,47.8657,19.0531,-5.5185,0,66.6667,154.3439,218.9937,283.6434,56557672.6795,283996658
"1415",1415,2016-05-06,210.87,216.37,208.11,214.93,214.93,5685237,0,1,16.2,16.58,14.71,14.72,220.1813,228.3488,-3.1841,-5.8043,2.6202,9.715,10.1613,48.4867,18.8627,-17.4881,0,65,158.5631,220.1813,281.7996,60260647.8683,289681895
"1416",1416,2016-05-09,215.72,216.15,206.8,208.92,208.92,4776383,0,1,15.2,15.39,14.17,14.57,221.1555,227.7118,-4.9285,-6.039,1.1105,8.3408,10.1822,47.4703,18.7078,-27.3926,1.6667,63.3333,162.1853,221.1555,280.1257,57650239.6191,284905512
"1417",1417,2016-05-10,207.55,209.47,205,208.69,208.69,4070617,0,1,13.98,14.35,13.55,13.63,222.1163,227.0881,-6.2574,-5.8943,-0.3631,11.0666,12.8563,47.4316,18.5986,-39.2516,0,61.6667,165.9344,222.1163,278.2983,60300238.6057,280834895
"1418",1418,2016-05-11,207.59,215.48,206.05,208.96,208.96,5161864,0,1,13.92,14.69,13.29,14.69,223.0128,226.4938,-7.2057,-5.4741,-1.7316,11.6661,11.9597,47.4827,18.3136,-36.4394,0,60,169.4783,223.0128,276.5474,58324169.7786,285996759
"1419",1419,2016-05-12,211.44,211.67,203.6572,207.28,207.28,3650475,0,1,14.55,15.42,13.95,14.41,223.6562,225.8638,-8.0006,-5.0152,-2.9854,14.6913,19.258,47.1924,18.0946,-47.7019,0,58.3333,171.8489,223.6562,275.4634,57974648.4602,282346284
"1420",1420,2016-05-13,207.78,211.2,206.7,207.61,207.61,2822781,0,1,15.15,15.47,13.97,15.04,224.3368,225.2653,-8.5058,-4.4163,-4.0895,18.9491,25.6297,47.2568,17.8829,-48.4484,1.6667,56.6667,174.5014,224.3368,274.1722,56293525.5535,285169065
"1421",1421,2016-05-16,208.15,213.15,207.92,208.29,208.29,2949396,0,1,15.72,15.98,14.28,14.68,225.032,224.7088,-8.7505,-3.7288,-5.0217,25.9985,33.1077,47.3913,17.6181,-48.5898,0,55,177.3203,225.032,272.7437,53761443.7103,288118461
"1422",1422,2016-05-17,209.05,209.8199,204.02,204.66,204.66,2843597,0,1,14.57,16.12,14.48,15.57,225.4807,224.0514,-9.1321,-3.2883,-5.8438,28.3911,26.4359,46.7442,17.4592,-63.4936,3.3333,53.3333,179.0676,225.4807,271.8937,51545409.9717,285274864
"1423",1423,2016-05-18,209.15,215.31,207.75,211.17,211.17,5617519,0,1,15.72,16.47,14.86,15.95,226.0467,223.6291,-8.8076,-2.3711,-6.4365,32.3078,37.3798,48.0381,17.1363,-49.5509,1.6667,51.6667,181.2002,226.0467,270.8931,51010408.1622,290892383
"1424",1424,2016-05-19,213.62,216.79,207.3,215.21,215.21,6866321,0,1,16.37,17.65,16.28,16.33,226.6502,223.353,-8.1308,-1.3554,-6.7754,39.1143,53.5271,48.8228,16.7797,-47.4986,0,50,183.4065,226.6502,269.8939,55590367.2697,297758704
"1425",1425,2016-05-20,216.99,220.55,216.35,220.28,220.28,9007076,0,1,16.13,16.3,15.11,15.2,227.1977,223.2523,-7.1034,-0.2624,-6.841,58.1318,83.4886,49.7904,16.323,-29.5906,0,48.3333,185.1385,227.1977,269.2569,63439390.6411,306765780
"1426",1426,2016-05-23,219.87,222.6,215.86,216.22,216.22,5102479,0,1,16.33,16.47,15.4,15.82,227.629,223.0217,-6.5413,0.2397,-6.781,73.6337,83.8853,49.0354,15.8215,-35.2886,5,46.6667,186.5717,227.629,268.6863,58881983.5818,301663301
"1427",1427,2016-05-24,216.6,218.74,215.18,217.91,217.91,3013843,0,1,16.03,16.06,14.36,14.42,228.062,222.8541,-5.8917,0.7115,-6.6032,81.7219,77.7917,49.3604,15.3563,-41.3017,3.3333,45,187.9835,228.062,268.1405,60490495.2953,304677144
"1428",1428,2016-05-25,217.91,221.36,216.51,219.58,219.58,3132615,0,1,14.19,14.33,13.64,13.9,228.6158,222.7468,-5.1823,1.1367,-6.319,77.8112,71.7566,49.6829,14.861,-37.2223,1.6667,43.3333,189.9653,228.6158,267.2663,61323706.2953,307809759
"1429",1429,2016-05-26,220.5,225.26,219.05,225.12,225.12,4072424,0,1,13.8,14.11,13.43,13.43,229.2288,222.8246,-4.1255,1.7548,-5.8803,77.4293,82.7397,50.7413,14.4968,-24.9006,0,41.6667,192.0128,229.2288,266.4448,65212510.5336,311882183
"1430",1430,2016-05-27,224.99,225.93,220.75,223.04,223.04,3650272,0,1,13.49,13.76,13.04,13.12,229.6838,222.8317,-3.4165,1.9711,-5.3875,79.4975,83.9963,50.337,14.1642,-27.4134,0,40,193.4624,229.6838,265.9052,64789699.105,308231911
"1431",1431,2016-05-31,223.04,224.7497,221.5001,223.23,223.23,2789002,0,1,13.94,15,13.45,14.19,230.0537,222.8447,-2.8069,2.0645,-4.8714,82.9799,82.2037,50.3738,13.8428,-29.951,1.6667,38.3333,194.5639,230.0537,265.5434,64970105.3767,311020913
"1432",1432,2016-06-01,221.48,222.4,216.89,219.56,219.56,2982695,0,1,14.45,15.25,14.18,14.2,230.2915,222.737,-2.59,1.8251,-4.4151,75.442,60.126,49.6525,13.3823,-46.928,0,36.6667,195.2807,230.2915,265.3023,64878080.3041,308038218
"1433",1433,2016-06-02,219.59,219.909,217.11,218.96,218.96,2032832,0,1,14.42,14.92,13.62,13.63,230.5642,222.6132,-2.4385,1.5813,-4.0198,61.9054,43.3866,49.5345,12.9372,-52.8958,3.3333,35,196.1709,230.5642,264.9574,65532450.3048,306005386
"1434",1434,2016-06-03,220,221.94,218.01,218.99,218.99,2228970,0,1,13.78,14.66,12.9,13.47,230.7353,222.4944,-2.2896,1.3842,-3.6738,43.2271,26.1687,49.5406,12.5731,-50.0916,1.6667,33.3333,196.6781,230.7353,264.7926,64415129.4651,308234356
"1435",1435,2016-06-06,218,220.9,215.45,220.68,220.68,2249508,0,1,13.84,14.27,13.42,13.65,230.9937,222.4349,-2.012,1.3294,-3.3414,34.5592,34.1222,49.8873,12.1727,-54.5399,0,31.6667,197.485,230.9937,264.5024,66483025.8101,310483864
"1436",1436,2016-06-07,222.24,234.44,221.52,232.34,232.34,6213573,0,1,12.77,14.05,12.72,14.05,231.4077,222.7597,-0.8415,2,-2.8414,38.8092,56.1367,52.1917,12.1549,-9.2899,71.6667,30,198.4612,231.4077,264.3542,70676706.6583,316697437
"1437",1437,2016-06-08,233.8,240.845,232.605,235.52,235.52,5971995,0,1,13.84,14.27,13.7,14.08,231.7472,223.178,0.3389,2.5443,-2.2054,54.9987,74.7371,52.7938,12.3028,21.0756,70,28.3333,199.059,231.7472,264.4353,68930043.0722,322669432
"1438",1438,2016-06-09,234.98,235.33,227.06,229.36,229.36,4492075,0,1,14.01,14.85,13.99,14.64,231.9308,223.3807,0.7684,2.379,-1.6106,68.3743,74.2491,51.5158,12.2601,-6.9661,68.3333,26.6667,199.4227,231.9308,264.439,66936582.9452,318177357
"1439",1439,2016-06-10,227.39,227.97,218.4217,218.79,218.79,6026603,0,1,14.89,17.33,14.85,17.03,231.8785,223.2302,0.253,1.4909,-1.2379,65.9907,48.986,49.4279,11.9541,-49.1213,66.6667,25,199.2961,231.8785,264.4609,61374899.9592,312150754
"1440",1440,2016-06-13,219.5,225.77,217.66,217.87,217.87,4193022,0,1,18.24,21.01,17.89,20.97,231.7367,223.0545,-0.2271,0.8086,-1.0357,48.7264,22.9442,49.2512,11.636,-54.6523,65,23.3333,198.9861,231.7367,264.4872,57399025.831,307957732
"1441",1441,2016-06-14,218.88,222.2,212.53,214.96,214.96,3580167,0,1,21.28,22.16,20.27,20.5,231.4403,222.7891,-0.8328,0.1623,-0.9951,26.4923,7.5467,48.6913,11.3152,-70.6461,63.3333,21.6667,198.4109,231.4403,264.4698,55618198.1919,304377565
"1442",1442,2016-06-15,216.95,221.9,215.13,217.7,217.7,2908522,0,1,20.25,20.45,18.63,20.14,231.0967,222.6222,-1.0793,-0.0673,-1.012,13.7373,10.7211,49.2438,11.0051,-61.0135,61.6667,20,197.9319,231.0967,264.2614,54917918.8921,307286087
"1443",1443,2016-06-16,217.42,218.04,213.5,217.93,217.93,2440259,0,1,20.8,22.89,19.24,19.37,230.8248,222.4684,-1.2417,-0.1838,-1.0579,13.4483,22.0772,49.2904,10.7527,-67.1144,60,18.3333,197.5006,230.8248,264.1491,57239927.4559,309726346
"1444",1444,2016-06-17,217.81,219.99,214.5,215.47,215.47,3112620,0,1,19.42,20.03,18.71,19.41,230.7063,222.2389,-1.5511,-0.3946,-1.1566,19.8055,26.6183,48.8029,10.4479,-65.03,58.3333,16.6667,197.2155,230.7063,264.1972,55227213.2483,306613726
"1445",1445,2016-06-20,219.5,223.75,218.23,219.7,219.7,3555471,0,1,17.42,18.55,16.59,18.37,230.5722,222.1557,-1.4384,-0.2255,-1.2129,29.6855,40.3611,49.6733,10.1609,-46.858,56.6667,15,196.9707,230.5722,264.1736,53565417.02,310169197
"1446",1446,2016-06-21,220.68,222.569,218.81,219.61,219.61,4529005,0,1,17.67,18.96,16.91,18.48,230.3947,222.0722,-1.3409,-0.1023,-1.2385,38.5175,48.573,49.655,9.8834,-46.7579,55,13.3333,196.6762,230.3947,264.1131,50964160.8894,305640192
"1447",1447,2016-06-22,199.47,205.95,195.75,196.66,196.66,23742414,0,1,18.26,21.22,17.83,21.17,229.8368,221.239,-3.0799,-1.4731,-1.6068,43.7295,42.2545,45.3324,10.1108,-134.5466,100,11.6667,195.0294,229.8368,264.6442,31458138.407,281897778
"1448",1448,2016-06-23,195.69,197.55,192.13,196.4,196.4,10130748,0,1,19.54,19.79,17.25,17.25,229.3287,220.4246,-4.4281,-2.257,-2.1711,38.7607,25.4546,45.287,10.4104,-145.2305,100,10,193.4891,229.3287,265.1683,37289860.503,271767030
"1449",1449,2016-06-24,190.05,195.12,189.73,193.15,193.15,7026516,0,1,26.06,26.24,19.48,25.76,228.7183,219.5304,-5.6932,-2.8177,-2.8755,25.5483,8.9357,44.7175,10.7522,-149.1502,100,8.3333,191.7017,228.7183,265.735,39180110.6329,264740514
"1450",1450,2016-06-27,190.86,198.81,187.87,198.55,198.55,7220323,0,1,24.38,26.72,22.93,23.85,228.0677,218.8425,-6.1886,-2.6505,-3.5381,17.5008,18.112,45.8678,10.9626,-134.025,100,6.6667,190.3322,228.0677,265.8032,46057237.2928,271960837
"1451",1451,2016-06-28,201.89,204.05,199.41,201.79,201.79,6212422,0,1,21.76,22.07,18.75,18.75,227.3143,218.2834,-6.2479,-2.1678,-4.0801,22.1073,39.2743,46.5464,11.0023,-104.2098,98.3333,5,189.3161,227.3143,265.3125,46217903.379,278173259
"1452",1452,2016-06-29,205.13,211.78,203,210.19,210.19,5994908,0,1,18.12,18.27,16.48,16.64,226.5597,218.018,-5.553,-1.1783,-4.3746,41.4755,67.0401,48.2568,10.8157,-75.8328,96.6667,3.3333,189.0325,226.5597,264.0868,50041534.9052,284168167
"1453",1453,2016-06-30,212.97,213.4999,209.02,212.28,212.28,4843111,0,1,16.91,16.99,15.29,15.63,225.674,217.8299,-4.7785,-0.3231,-4.4554,64.9472,88.5272,48.6723,10.5874,-61.0418,95,1.6667,189.3688,225.674,261.9792,52247037.4278,289011278
"1454",1454,2016-07-01,206.14,218.24,206,216.5,216.5,5399951,0,1,15.59,15.86,14.61,14.77,224.9957,217.7863,-3.7807,0.5398,-4.3205,83.2848,94.287,49.505,10.2368,-51.2105,93.3333,0,189.5615,224.9957,260.4298,56111708.2416,294411229
"1455",1455,2016-07-05,209.73,214.5441,208,213.98,213.98,5175345,0,1,16.05,16.62,15.49,15.58,224.3942,217.6615,-3.1568,0.9309,-4.0878,90.5922,88.9625,49.0221,9.8978,-56.0806,91.6667,0,189.4613,224.3942,259.327,60394826.0096,289235884
"1456",1456,2016-07-06,210,215.23,209,214.44,214.44,4919855,0,1,15.87,17.04,14.96,14.96,223.8028,217.5559,-2.5954,1.1939,-3.7893,88.4957,82.2376,49.1142,9.5849,-51.5574,90,0,189.4215,223.8028,258.1841,64066948.9229,294155739
"1457",1457,2016-07-07,213.1,218.12,213.01,215.94,215.94,3612022,0,1,14.8,15.98,14.33,14.76,223.2715,217.5029,-2.0063,1.4264,-3.4327,83.028,77.8838,49.4174,9.3637,-37.0927,88.3333,6.6667,189.4099,223.2715,257.1331,64597089.1381,297767761
"1458",1458,2016-07-08,217.8,219.81,214.5,216.78,216.78,4074785,0,1,14.64,14.75,13.19,13.2,222.6423,217.4792,-1.4549,1.5823,-3.0371,79.4109,78.1114,49.5885,9.1973,-28.9299,86.6667,5,189.738,222.6423,255.5467,64021554.5336,301842546
"1459",1459,2016-07-11,219.96,226.78,219.51,224.78,224.78,5429823,0,1,13.25,13.67,13,13.54,222.191,217.7186,-0.3681,2.1352,-2.5033,79.6227,82.873,51.1874,9.2236,7.6671,85,3.3333,190.1711,222.191,254.2109,66463854.5625,307272369
"1460",1460,2016-07-12,224.1,227.5,223.22,224.65,224.65,4576165,0,1,12.93,13.93,12.75,13.55,221.6933,217.9458,0.4772,2.3844,-1.9072,81.6619,84.0014,51.1606,9.2678,18.6386,83.3333,1.6667,190.7894,221.6933,252.5973,64945594.212,302696204
"1461",1461,2016-07-13,225.5,225.59,220.29,222.53,222.53,3567062,0,1,13.32,13.79,12.92,13.04,221.1708,218.0961,0.9649,2.2977,-1.3328,82.2521,79.8818,50.72,9.2162,9.1496,81.6667,0,191.4228,221.1708,250.9188,64393709.1479,299129142
"1462",1462,2016-07-14,223.12,224.94,221.05,221.53,221.53,2675834,0,1,12.5,13.37,12.14,12.82,220.7402,218.2087,1.2563,2.0712,-0.815,77.3358,68.124,50.5113,9.1663,10.3654,80,6.6667,191.7842,220.7402,249.6962,62378235.2096,296453308
"1463",1463,2016-07-15,222.52,222.7499,219.64,220.4,220.4,2234247,0,1,13.12,13.22,12.27,12.67,220.2473,218.2806,1.3801,1.756,-0.376,63.8815,43.6388,50.2736,9.0714,3.5968,78.3333,5,192.3094,220.2473,248.1853,61236002.5638,294219061
"1464",1464,2016-07-18,219.64,227.09,218.3,226.25,226.25,3412055,0,1,12.75,13.12,12.33,12.44,219.88,218.5419,1.928,1.8432,0.0848,54.1019,50.543,51.4758,9.1038,26.9816,76.6667,3.3333,192.8622,219.88,246.8978,63995924.1849,297631116
"1465",1465,2016-07-19,225,229.1,224.75,225.26,225.26,3115065,0,1,12.53,12.83,11.94,11.97,219.4052,218.7621,2.2563,1.7372,0.5191,49.3935,53.9988,51.2625,9.1913,49.4483,75,1.6667,193.8217,219.4052,244.9886,61611288.2194,294516051
"1466",1466,2016-07-20,226.47,229.8,225,228.36,228.36,2568498,0,1,11.94,11.97,11.4,11.77,219.0142,219.0768,2.7352,1.7728,0.9623,61.329,79.4452,51.8972,9.2955,65.6917,73.3333,0,194.7407,219.0142,243.2876,62638687.4194,297084549
"1467",1467,2016-07-21,226,227.847,219.1,220.5,220.5,4428651,0,1,11.8,13.06,11.69,12.74,218.4602,219.1235,2.4522,1.1919,1.2603,63.4873,57.0177,50.2112,9.1898,31.3698,71.6667,0,195.9274,218.4602,240.993,59627690.7923,292655898
"1468",1468,2016-07-22,221.99,224.5,218.88,222.27,222.27,2579692,0,1,12.8,12.88,11.97,12.02,217.9735,219.2266,2.3437,0.8667,1.477,61.1688,47.0435,50.5789,9.0802,32.4619,70,0,197.1144,217.9735,238.8326,60160153.9098,295235590
"1469",1469,2016-07-25,222.27,231.39,221.3715,230.01,230.01,4490683,0,1,12.64,13.72,12.39,12.87,217.6785,219.5802,2.8494,1.0979,1.7515,50.5338,47.5403,52.1503,9.1759,88.6171,68.3333,0,198.0453,217.6785,237.3117,63413697.1104,299726273
"1470",1470,2016-07-26,227.69,230,225.3,229.51,229.51,3430042,0,1,12.88,13.5,12.8,13.05,217.491,219.9058,3.1733,1.1374,2.0358,54.6904,69.4875,52.0416,9.2685,99.6927,66.6667,0,198.5401,217.491,236.4419,66128538.8636,296296231
"1471",1471,2016-07-27,229.34,233.36,226.92,228.49,228.49,2889007,0,1,12.61,13.74,12.5,12.83,217.2692,220.1872,3.3095,1.0189,2.2906,65.7102,80.1028,51.8175,9.4533,116.0384,65,0,199.1691,217.2692,235.3692,64648147.0779,293407224
"1472",1472,2016-07-28,227.95,230.76,226.6,230.61,230.61,2419059,0,1,12.51,13.52,12.36,12.72,217.2407,220.5289,3.5476,1.0056,2.542,75.6798,77.4492,52.2521,9.6197,115.5098,63.3333,41.6667,199.2304,217.2407,235.251,66892754.7077,295826283
"1473",1473,2016-07-29,230.7,235.28,230.24,234.79,234.79,3070813,0,1,12.85,12.9,11.77,11.87,217.4445,220.9965,4.0272,1.1882,2.839,79.6121,81.2842,53.1003,9.9076,151.2157,61.6667,40,198.9283,217.4445,235.9607,69366465.1799,298897096
"1474",1474,2016-08-01,235.5,236.63,229.38,230.01,230.01,4016284,0,1,11.89,12.98,11.86,12.44,217.7525,221.292,3.9757,0.9094,3.0663,77.2507,73.0188,52.0256,10.2229,131.6573,60,38.3333,199.0264,217.7525,236.4786,66048183.6406,294880812
"1475",1475,2016-08-02,229.37,229.87,221.4,227.2,227.2,3934432,0,1,12.39,14.24,12.35,13.37,217.957,221.4857,3.6659,0.4797,3.1863,71.0044,58.7103,51.4036,10.2227,75.7109,58.3333,36.6667,199.0912,217.957,236.8228,67502111.8767,290946380
"1476",1476,2016-08-03,227.37,229.699,224.21,225.79,225.79,3887759,0,1,13.53,13.91,12.73,12.86,218.2382,221.6269,3.269,0.0662,3.2028,55.9628,36.1595,51.0919,10.2226,77.3305,56.6667,35,199.4167,218.2382,237.0596,65852523.4797,287058621
"1477",1477,2016-08-04,225.69,230.86,222.05,230.61,230.61,4146997,0,1,12.73,12.98,11.79,12.42,218.6035,221.9214,3.3052,0.0819,3.2233,45.7766,42.4601,52.1016,10.1427,86.8221,55,33.3333,199.6869,218.6035,237.5201,69764163.1018,291205618
"1478",1478,2016-08-05,230,232,227.4,230.03,230.03,3205215,0,1,12.08,12.26,11.18,11.39,218.9547,222.1872,3.2496,0.0211,3.2285,42.4245,48.654,51.9703,10.1014,102.1823,53.3333,31.6667,199.9849,218.9547,237.9244,70224041.7757,288000403
"1479",1479,2016-08-08,228,229.6,226.09,226.16,226.16,2263584,0,1,11.66,11.78,11.41,11.5,219.2693,222.3175,2.8604,-0.2945,3.1549,48.3761,54.0143,51.0966,10.0117,76.8282,51.6667,30,200.459,219.2693,238.0797,68050743.1774,285736819
"1480",1480,2016-08-09,226.82,231.5375,226.65,229.08,229.08,2207833,0,1,11.4,11.92,11.02,11.66,219.6272,222.5392,2.7557,-0.3193,3.0751,53.3587,57.4078,51.7194,9.9885,91.341,50,28.3333,200.901,219.6272,238.3534,68038320.5876,287944652
"1481",1481,2016-08-10,228.24,229.87,224.62,225.65,225.65,2338301,0,1,11.55,12.5,11.37,12.05,219.9165,222.6412,2.3687,-0.5651,2.9338,54.0007,50.5799,50.9444,9.8865,66.873,48.3333,26.6667,201.3643,219.9165,238.4687,66617524.3609,285606351
"1482",1482,2016-08-11,226.17,227.57,223.41,224.91,224.91,1880936,0,1,11.93,12.11,11.38,11.68,220.254,222.7156,1.9795,-0.7635,2.7429,49.8066,41.4321,50.7774,9.7406,51.5199,46.6667,25,202.0915,220.254,238.4165,66093032.5917,283725415
"1483",1483,2016-08-12,225.41,226.65,224.04,225.61,225.61,1813540,0,1,11.61,12,11.28,11.55,220.4947,222.8105,1.7078,-0.8281,2.5359,39.6386,26.9039,50.9321,9.5995,51.2744,45,23.3333,202.4377,220.4947,238.5516,66461299.335,285538955
"1484",1484,2016-08-15,226.02,229.5,224.93,225.59,225.59,2034328,0,1,11.81,12.17,11.58,11.81,220.6677,222.9016,1.4739,-0.8496,2.3235,30.7068,23.7844,50.9275,9.5652,61.8587,43.3333,21.6667,202.6176,220.6677,238.7177,65014567.1687,283504627
"1485",1485,2016-08-16,225.49,227.19,223.4101,223.61,223.61,2267147,0,1,12.04,12.78,11.87,12.64,220.7232,222.9249,1.1159,-0.9661,2.082,23.228,18.9957,50.4636,9.4685,41.218,41.6667,20,202.6578,220.7232,238.7886,62987216.2931,281237480
"1486",1486,2016-08-17,224.33,224.83,222.8,223.24,223.24,1787127,0,1,12.57,13.71,12.14,12.19,220.8402,222.9352,0.7932,-1.0311,1.8242,18.314,12.1619,50.3764,9.3493,29.1879,40,18.3333,202.802,220.8402,238.8783,61974804.4458,279450353
"1487",1487,2016-08-18,223.82,225.66,222.29,223.51,223.51,1714467,0,1,12.2,12.53,11.42,11.43,220.9335,222.954,0.5528,-1.0171,1.5699,13.3396,8.8614,50.44,9.2657,30.1896,38.3333,16.6667,202.899,220.9335,238.968,61501672.6031,281164820
"1488",1488,2016-08-19,223.54,225.169,222.53,225,225,1659530,0,1,11.67,12.28,11.33,11.34,221.0238,223.0211,0.4771,-0.8743,1.3514,13.7938,20.3583,50.7936,9.1848,33.4466,36.6667,15,202.9631,221.0238,239.0846,62948651.9627,282824350
"1489",1489,2016-08-22,224.17,225.11,222.68,222.93,222.93,2065493,0,1,12.53,13.02,11.94,12.27,220.9873,223.0181,0.2472,-0.8834,1.1305,17.2475,22.523,50.2867,9.1067,26.723,35,13.3333,202.951,220.9873,239.0236,61308157.5224,280758857
"1490",1490,2016-08-23,224.32,228.49,222.8,224.84,224.84,4784418,0,1,12.15,12.44,11.72,12.38,221.0173,223.0779,0.2166,-0.7312,0.9477,24.4912,30.5923,50.7479,9.1662,44.2873,33.3333,11.6667,202.9615,221.0173,239.0732,59954394.257,285543275
"1491",1491,2016-08-24,227.05,227.15,222.22,222.62,222.62,2570693,0,1,12.7,14.01,12.3,13.45,221.0072,223.0629,0.0131,-0.7477,0.7608,24.4351,20.1899,50.1974,9.1953,30.298,31.6667,10,202.9556,221.0072,239.0587,57800852.2509,282972582
"1492",1492,2016-08-25,223.11,223.8,220.77,220.96,220.96,1762519,0,1,13.62,14.09,13.29,13.63,221.0305,222.9939,-0.279,-0.8318,0.5529,22.4796,16.6566,49.7867,9.1523,8.4523,30,8.3333,202.9829,221.0305,239.0781,56259375.2377,281210063
